movie_title;id;recomended_movie_id_0;recomended_movie_id_1;recomended_movie_id_2;recomended_movie_id_3;recomended_movie_id_4;recomended_movie_title_0;recomended_movie_title_1;recomended_movie_title_2;recomended_movie_title_3;recomended_movie_title_4
Les Mis棠濠rables题迨;650;570;2780;2922.0;3420.0;4004.0;The Majestic题迨;Little Children题迨;Frida题迨;The Work and the Glory题迨;Bella题迨
You've Got Mail题迨;651;1606;2163;2300.0;4583.0;4748.0;Hope Springs题迨;Why Did I Get Married Too?题迨;Bandslam题迨;My Last Day Without You题迨;Metropolitan题迨
Step Brothers题迨;652;367;2418;2901.0;2918.0;3069.0;You Don't Mess with the Zohan题迨;Love the Coopers题迨;Ace Ventura: Pet Detective题迨;Johnson Family Vacation题迨;Bring It On题迨
The Mask of Zorro题迨;653;73;606;1027.0;3279.0;3973.0;Suicide Squad题迨;Bad Company题迨;The Adventures of Ford Fairlane题迨;The Ice Pirates题迨;Pootie Tang题迨
Due Date题迨;654;795;3090;3786.0;4043.0;4569.0;Edtv题迨;Friday After Next题迨;Should've Been Romeo题迨;Krush Groove题迨;The Jimmy Show题迨
Unbroken题迨;655;772;984;1392.0;3005.0;4910.0;Trouble with the Curve题迨;For Love of the Game题迨;The Blind Side题迨;The Fighter题迨;Facing the Giants题迨
Space Cowboys题迨;656;248;266;1226.0;1888.0;4894.0;San Andreas题迨;Live Free or Die Hard题迨;Apocalypto题迨;The Grey题迨;
Cliffhanger题迨;657;140;266;579.0;979.0;4894.0;Mission: Impossible III题迨;Live Free or Die Hard题迨;xXx题迨;On Deadly Ground题迨;
Broken Arrow题迨;658;190;1451;1537.0;1628.0;2338.0;Salt题迨;Heist题迨;Takers题迨;Black Rain题迨;Survivor题迨
The Kid题迨;659;659;767;1184.0;2598.0;2933.0;The Kid题迨;My Favorite Martian题迨;Cheaper by the Dozen题迨;Diary of a Wimpy Kid题迨;Aquamarine题迨
World Trade Center题迨;660;981;1278;1484.0;3630.0;4194.0;The Beach题迨;City Hall题迨;The Walk题迨;Trade of Innocents题迨;8 Days题迨
Mona Lisa Smile题迨;661;2079;2247;2991.0;4256.0;4370.0;I Am Sam题迨;21 Grams题迨;10 Days in a Madhouse题迨;Meek's Cutoff题迨;Kids题迨
The Dictator题迨;662;468;926;1095.0;1320.0;2744.0;Zookeeper题迨;Mr. Deeds题迨;Blended题迨;Because I Said So题迨;Pretty Woman题迨
Eyes Wide Shut题迨;663;774;949;2239.0;2656.0;3217.0;The Relic题迨;Non-Stop题迨;Silent Hill: Revelation 3D题迨;Disturbing Behavior题迨;The Oxford Murders题迨
Annie题迨;664;2015;2836;3095.0;4369.0;;The Fisher King题迨;Being John Malkovich题迨;Dogma题迨;Mr. Smith Goes to Washington题迨;Slacker题迨
Focus题迨;665;813;923;1827.0;3004.0;4818.0;Did You Hear About the Morgans?题迨;As Good as It Gets题迨;Ever After: A Cinderella Story题迨;High School Musical 3: Senior Year题迨;American Desi题迨
This Means War题迨;666;1061;1595;2331.0;4083.0;4388.0;Liar Liar题迨;27 Dresses题迨;The Touch题迨;Bachelorette题迨;I Want Someone to Eat Cheese With题迨
Blade: Trinity题迨;667;2385;3047;3067.0;3470.0;4488.0;Left Behind题迨;Saw V题迨;Saw III题迨;Warlock题迨;The Dead Undead题迨
Red Dawn题迨;668;240;258;601.0;965.0;4894.0;Windtalkers题迨;300: Rise of an Empire题迨;Dracula Untold题迨;G.I. Jane题迨;
Primary Colors题迨;669;307;2700;2790.0;4226.0;4894.0;Cloud Atlas题迨;Jakob the Liar题迨;Amen.题迨;The Lives of Others题迨;
Resident Evil: Retribution题迨;670;124;1094;3093.0;3337.0;3547.0;The Matrix Revolutions题迨;Resident Evil: Extinction题迨;The Lawnmower Man题迨;28 Days Later...题迨;The Terminator题迨
Death Race题迨;671;57;123;619.0;993.0;1499.0;Star Trek Beyond题迨;X-Men Origins: Wolverine题迨;Sky Captain and the World of Tomorrow题迨;The Host题迨;The Maze Runner题迨
The Long Kiss Goodnight题迨;672;176;398;868.0;1111.0;1677.0;Miami Vice题迨            ;Hannibal题迨            ;Changeling题迨;The Pledge题迨;88 Minutes题迨
Proof of Life题迨;673;627;1119;2097.0;2653.0;3479.0;Money Train题迨;Miracle at St. Anna题迨;Homefront题迨;The Marine题迨;Nikita题迨            
Zathura: A Space Adventure题迨;674;353;504;674.0;706.0;2024.0;Cloudy with a Chance of Meatballs题迨;Journey 2: The Mysterious Island题迨;Zathura: A Space Adventure题迨;Chicken Little题迨;Muppets from Space题迨
Fight Club题迨;675;254;1582;3134.0;3905.0;4860.0;The Aviator题迨;Lee Daniels' The Butler题迨;End of the Spear题迨;The Loss of Sexual Innocence题迨;Middle of Nowhere题迨
We Are Marshall题迨;676;720;1355;1962.0;2298.0;4732.0;Days of Thunder题迨;The Express题迨;Lords of Dogtown题迨;Chasing Mavericks题迨;Fight to the Finish题迨
The Missing题迨            ;677;384;2296;3014.0;3046.0;4894.0;K-19: The Widowmaker题迨;A Dangerous Method题迨;Dead Man Walking题迨;Brighton Rock题迨;
Hudson Hawk题迨;678;184;678;735.0;1503.0;1558.0;Ant-Man题迨;Hudson Hawk题迨;Kangaroo Jack题迨;Chill Factor题迨;George and the Dragon题迨
Lucky Numbers题迨;679;1921;2586;2726.0;2807.0;3835.0;Tora! Tora! Tora!题迨;Crouching Tiger, Hidden Dragon题迨;All the Queen's Men题迨;The Sea Inside题迨;Lilya 4-Ever题迨
I, Frankenstein题迨;680;1469;2215;3070.0;3406.0;4894.0;Bait题迨;Daybreakers题迨;The Purge: Election Year题迨;The Blood of Heroes题迨;
Oliver Twist题迨;681;985;1019;3844.0;4645.0;4894.0;A Touch of Frost题迨            ;Death to Smoochy题迨;The Sweeney题迨;Donkey Punch题迨;
Elektra题迨;682;682;1755;3507.0;4894.0;4894.0;Elektra题迨;Timecop题迨;The Boondock Saints题迨;;
Sin City: A Dame to Kill For题迨;683;440;551;1163.0;2144.0;2762.0;RED 2题迨;Hollywood Homicide题迨;One for the Money题迨;Beverly Hills Cop II题迨;All About the Benjamins题迨
Random Hearts题迨;684;1529;2934;3384.0;4559.0;4894.0;Phenomenon题迨;Paper Towns题迨;Down in the Valley题迨;Speedway Junky题迨;
Everest题迨;685;2966;3166;3541.0;4712.0;4741.0;Ravenous题迨;Romeo Is Bleeding题迨;The East题迨;Rubber题迨;Bloody Sunday题迨
Perfume: The Story of a Murderer题迨;686;2126;2341;4340.0;4625.0;4894.0;Freedom Writers题迨;The Baader Meinhof Complex题迨;Run Lola Run题迨;Pandora's Box题迨;
Austin Powers in Goldmember题迨;687;1021;1464;2683.0;4044.0;4450.0;The Big Bounce题迨;Hot Pursuit题迨;The Big Lebowski题迨;Next Day Air题迨;Super Troopers题迨
Astro Boy题迨; Frankenstein迨;497;1543;1697.0;2634.0;4338.0;Arthur and the Invisibles题迨;The Young and Prodigious T.S. Spivet题迨;Barney's Version题迨;Confessions of a Teenage Drama Queen题迨;Independence Daysaster题迨
Jurassic Park题迨;689;185;187;204.0;689.0;1058.0;The Hunger Games: Catching Fire题迨;War of the Worlds题迨;The Hunger Games: Mockingjay - Part 1题迨;Jurassic Park题迨;Star Trek: First Contact题迨
Wyatt Earp题迨;690;287;304;690.0;1425.0;3486.0;American Gangster题迨;The Wolf of Wall Street题迨;Wyatt Earp题迨;Donnie Brasco题迨;Auto Focus题迨
Clear and Present Danger题迨;691;849;1108;1480.0;1979.0;2875.0;Kill Bill: Vol. 2题迨;The Glimmer Man题迨;Sabotage题迨;Underclassman题迨;True Romance题迨
Dragon Blade题迨;692;1120;1327;2332.0;2987.0;4720.0;Curse of the Golden Flower题迨;Red Cliff题迨;Three Kingdoms: Resurrection of the Dragon题迨;Legend of Kung Fu Rabbit题迨;Crazy Stone题迨
Littleman题迨;693;740;1399;1593.0;1780.0;3007.0;Starsky & Hutch题迨;Identity Thief题迨;Analyze This题迨;Kick-Ass 2题迨;My Cousin Vinny题迨
U-571题迨;694;991;1552;2808.0;3093.0;3438.0;Hannibal Rising题迨;Dragon Wars: D-War题迨;Under the Skin题迨;The Lawnmower Man题迨;Diamonds Are Forever题迨
The American President题迨;695;840;944;1786.0;3563.0;4372.0;Maid in Manhattan题迨;Crazy, Stupid, Love.题迨;Welcome Home, Roscoe Jenkins题迨;The Wood题迨;Kissing Jessica Stein题迨
The Love Guru题迨;696;1383;2363;3943.0;4667.0;4746.0;Isn't She Great题迨;Sex Drive题迨;Annie Get Your Gun题迨;Top Hat题迨;42nd Street题迨
3000 Miles to Graceland题迨;697;188;351;683.0;972.0;2830.0;Bad Boys II题迨;Rush Hour 2题迨;Sin City: A Dame to Kill For题迨;Beverly Hills Cop III题迨;The Big Hit题迨
The Hateful Eight题迨;698;710;1060;1111.0;2254.0;4823.0;The General's Daughter题迨;Courage Under Fire题迨;The Pledge题迨;Secret in Their Eyes题迨;November题迨
Blades of Glory题迨;699;1249;1830;2178.0;3309.0;3879.0;Sex Tape题迨;It's Always Sunny in Philadelphia题迨            ;Meet the Browns题迨            ;Baggage Claim题迨;The Wash题迨
Hop题迨;700;43;918;1102.0;2121.0;2170.0;Toy Story 3题迨;Shrek题迨;The Ant Bully题迨;South Park: Bigger Longer & Uncut题迨;Return to Never Land题迨
300题迨;701;258;366;464.0;2660.0;4894.0;300: Rise of an Empire题迨;Valkyrie题迨;Fury题迨;The Hurt Locker题迨;
Meet the Fockers题迨;702;1055;1560;1602.0;2777.0;3363.0;My Best Friend's Wedding题迨;Going the Distance题迨;Warm Bodies题迨;Head Over Heels题迨;Easy A题迨
Marley & Me题迨;703;1636;2610;4267.0;4408.0;4426.0;Secondhand Lions题迨;Wag the Dog题迨;Saint John of Las Vegas题迨;Growing Up Smith题迨;Trees Lounge题迨
The Green Mile题迨;704;698;868;996.0;2115.0;2747.0;The Hateful Eight题迨;Changeling题迨;The International题迨;Michael Clayton题迨;Broken Horses题迨
Wild Hogs题迨;705;242;268;444.0;803.0;1558.0;Teenage Mutant Ninja Turtles题迨;Around the World in 80 Days题迨;Get Smart题迨;Deadpool题迨;George and the Dragon题迨
Chicken Little题迨;706;89;364;1406.0;2024.0;2838.0;Big Hero 6题迨;Atlantis: The Lost Empire题迨;Sky High题迨;Muppets from Space题迨;Earth to Echo题迨
Gone Girl题迨;707;1111;1591;1632.0;2978.0;3883.0;The Pledge题迨;Mystic River题迨;Sicario题迨;The Life Before Her Eyes题迨;The Night Listener题迨
The Bourne Identity题迨;708;3;301;971.0;1125.0;4040.0;The Dark Knight Rises题迨;The Tourist题迨;Into the Storm题迨;Shadow Conspiracy题迨;Torn Curtain题迨
GoldenEye题迨;709;30;135;859.0;2502.0;2560.0;Skyfall题迨;Mission: Impossible - Rogue Nation题迨;Ronin题迨;Superman IV: The Quest for Peace题迨;Highlander题迨
The General's Daughter题迨;710;403;995;2115.0;2203.0;4361.0;Enemy of the State题迨;Blood Work题迨;Michael Clayton题迨;Wild Things题迨;The Conversation题迨
The Truman Show题迨;711;1816;2716;3371.0;3688.0;4437.0;Mindhunters题迨;Things to Do in Denver When You're Dead题迨;Preacher题迨            ;Memento题迨;Forget Me Not题迨
The Prince of Egypt题迨;712;358;474;736.0;4413.0;4894.0;Mulan题迨;Fantasia 2000题迨;Coraline题迨;Snow White and the Seven Dwarfs题迨;
Daddy Day Care题迨;713;659;1241;1774.0;1878.0;2582.0;The Kid题迨;Ri题澧hie Ri题澧h题迨;A Simple Wish题迨;Parental Guidance题迨;Home Alone题迨
2 Guns题迨;714;964;1897;2034.0;3617.0;4894.0;Absolute Power题迨;Contraband题迨;Faster题迨;Men of War题迨;
Cats & Dogs题迨;715;425;1773;3557.0;4894.0;4894.0;Cats & Dogs: The Revenge of Kitty Galore题迨;The Spy Next Door题迨;Mary Poppins题迨;;
The Italian Job题迨;716;279;839;1262.0;1466.0;1939.0;Gone in Sixty Seconds题迨;The Equalizer题迨;The Art of War题迨;Parker题迨;War题迨
Two Weeks Notice题迨;717;1329;1657;1849.0;3552.0;3860.0;The Ugly Truth题迨;The Prince and Me题迨;The Curse of the Jade Scorpion题迨;Mallrats题迨;Annie Hall题迨
Antz题迨;718;206;260;345.0;354.0;391.0;Rio 2题迨;Home on the Range题迨;The Incredibles题迨;Ice Age: Dawn of the Dinosaurs题迨;Happy Feet题迨
Couples Retreat题迨;719;652;1419;1575.0;1629.0;3569.0;Step Brothers题迨;This Is 40题迨;American Pie 2题迨;The Three Stooges题迨;Best in Show题迨
Days of Thunder题迨;720;1324;1355;1414.0;1592.0;1633.0;Against the Ropes题迨;The Express题迨;Radio题迨;Million Dollar Baby题迨;Southpaw题迨
Cheaper by the Dozen 2题迨;721;137;180;260.0;2141.0;2691.0;Bee Movie题迨;Rango题迨;Home on the Range题迨;Home Alone 2: Lost in New York题迨;Hoot题迨
The Scorch Trials题迨;722;219;419;671.0;1430.0;2101.0;Fantastic 4: Rise of the Silver Surfer题迨;The Core题迨;Death Race题迨;In Time题迨;Megiddo: The Omega Code 2题迨
Eat Pray Love题迨;723;3041;3813;3938.0;4490.0;4623.0;Return to the Blue Lagoon题迨;The Blue Lagoon题迨;Network题迨;Casablanca题迨;Ruby in Paradise题迨
The Family Man题迨;724;2530;2574;3960.0;4274.0;4894.0;Moonrise Kingdom题迨;Juwanna Mann题迨;The Ballad of Cable Hogue题迨;The Last Five Years题迨;
RED题迨;725;551;850;972.0;3983.0;4894.0;Hollywood Homicide题迨;Tango & Cash题迨;Beverly Hills Cop III题迨;Taxman题迨;
Any Given Sunday题迨;726;726;1414;3567.0;4893.0;4910.0;Any Given Sunday题迨;Radio题迨;The Wrestler题迨;Heroes of Dirt题迨;Facing the Giants题迨
The Horse Whisperer题迨;727;1242;1404;1600.0;2839.0;3765.0;Autumn in New York题迨;The English Patient题迨;Up in the Air题迨;Crazy/Beautiful题迨;Tycoon题迨
Collateral题迨;728;625;1656;2616.0;2662.0;3769.0;The Score题迨;Side Effects题迨;Cop Land题迨;Killing Them Softly题迨;Redacted题迨
The Scorpion King题迨;729;81;335;855.0;1485.0;4894.0;Snow White and the Huntsman题迨;The Lord of the Rings: The Return of the King题迨;The Forbidden Kingdom题迨;Warriors of Virtue题迨;
Ladder 49题迨;730;961;1376;2167.0;3170.0;3400.0;13 Hours题迨;Reindeer Games题迨;The French Connection题迨;Malone题迨;Swelter题迨
Jack Reacher题迨;731;1097;1691;2256.0;2268.0;2338.0;The River Wild题迨;The Last Stand题迨;Armored题迨;12 Rounds题迨;Survivor题迨
Deep Blue Sea题迨;732;47;236;997.0;1852.0;2156.0;X-Men: Days of Future Past题迨;The Wolverine题迨;Escape from L.A.题迨;Self/less题迨;Mortal Kombat题迨
This Is It题迨;733;3615;3892;4150.0;4526.0;4747.0;Lake of Fire题迨;The Real Cancun题迨;2016: Obama's America题迨;20 Feet from Stardom题迨;Rise of the Entrepreneur: The Search for a Better Way题迨
Contagion题迨;734;486;1471;2812.0;3601.0;3630.0;Thirteen Days题迨;Lions for Lambs题迨;Black Swan题迨;The Business of Strangers题迨;Trade of Innocents题迨
Kangaroo Jack题迨;735;184;223;409.0;444.0;3973.0;Ant-Man题迨;Charlie's Angels: Full Throttle题迨;The Rundown题迨;Get Smart题迨;Pootie Tang题迨
Coraline题迨;736;358;736;2025.0;4894.0;4894.0;Mulan题迨;Coraline题迨;The Wiz题迨;;
The Happening题迨;737;919;1507;3481.0;3535.0;3757.0;The Adjustment Bureau题迨;The Astronaut's Wife题迨;Dark Angel题迨            ;The Andromeda Strain题迨;Atlas Shrugged: Who Is John Galt?题迨
Man on Fire题迨;738;1215;1504;2648.0;3259.0;3400.0;Behind Enemy Lines题迨;Stolen题迨;Nowhere to Run题迨;Set It Off题迨;Swelter题迨
The Shaggy Dog题迨;739;215;713;739.0;1090.0;1893.0;How the Grinch Stole Christmas题迨;Daddy Day Care题迨;The Shaggy Dog题迨;Yours, Mine and Ours题迨;Nanny McPhee题迨
Starsky & Hutch题迨;740;1145;1277;1340.0;1539.0;2954.0;21 Jump Street题迨;Torque题迨;Paul Blart: Mall Cop 2题迨;Big Mommas: Like Father, Like Son题迨;Screwed题迨
Jingle All the Way题迨;741;215;458;987.0;1468.0;2223.0;How the Grinch Stole Christmas题迨;Flubber题迨;Marmaduke题迨;Furry Vengeance题迨;Shorts题迨
Hellboy题迨;742;372;755;1240.0;1775.0;3263.0;Hollow Man题迨;Alien: Resurrection题迨;Aliens vs. Predator: Requiem题迨;Ghosts of Mars题迨;The Purge: Anarchy题迨
A Civil Action题迨;743;2626;2674;3044.0;4213.0;4579.0;Wild题迨;De-Lovely题迨;Copying Beethoven题迨;The Timber题迨;Childless题迨
ParaNorman题迨;744;107;247;512.0;616.0;3152.0;Shrek the Third题迨;Night at the Museum题迨;The Adventures of Rocky & Bullwinkle题迨;Osmosis Jones题迨;Teacher's Pet题迨
The Jackal题迨;745;412;716;768.0;983.0;4409.0;The Fast and the Furious: Tokyo Drift题迨;The Italian Job题迨;The Sentinel题迨;Ninja Assassin题迨;Checkmate题迨
Paycheck题迨;746;47;163;167.0;959.0;993.0;X-Men: Days of Future Past题迨;Stealth题迨;G.I. Joe: Retaliation题迨;I Am Number Four题迨;The Host题迨
Up Close & Personal题迨;747;414;1123;2881.0;3502.0;3635.0;Meet Joe Black题迨;Love in the Time of Cholera题迨;The Prisoner of Zenda题迨;Freeheld题迨;Sunshine State题迨
The Tale of Despereaux题迨;748;114;748;781.0;796.0;3382.0;Harry Potter and the Order of the Phoenix题迨;The Tale of Despereaux题迨;Garfield 2题迨;Inkheart题迨;The Secret of Kells题迨
Rules of Engagement题迨            ;749;890;1287;1842.0;1850.0;4745.0;Gigli题迨;Memoirs of an Invisible Man题迨;New Year's Eve题迨;Accidental Love题迨;Mutual Friends题迨
The Tuxedo题迨;750;325;2349;2850.0;4561.0;4894.0;The Stepford Wives题迨;Back to the Future题迨;Bubble Boy题迨;The Specials题迨;
Under Siege 2: Dark Territory题迨;751;350;1742;4191.0;4805.0;4894.0;Unstoppable题迨;Die Hard题迨;The Calling题迨;Locker 13题迨;
Jack Ryan: Shadow Recruit题迨;752;948;1282;1513.0;1672.0;4894.0;Outbreak题迨;Get Carter题迨;Exit Wounds题迨;Assault on Precinct 13题迨;
Joy题迨;753;703;1200;2235.0;3951.0;4894.0;Marley & Me题迨;The Intern题迨;Simon Birch题迨;M*A*S*H题迨            ;
London Has Fallen题迨;754;2333;2438;2692.0;3541.0;4617.0;Shattered题迨;RocknRolla题迨;In Bruges题迨;The East题迨;London to Brighton题迨
Alien: Resurrection题迨;755;2392;2448;4488.0;4894.0;4894.0;Predator题迨;The Wraith题迨;The Dead Undead题迨;;
Shooter题迨;756;1609;1632;3982.0;4293.0;;Four Brothers题迨;Sicario题迨;The Betrayed题迨;The Lady from Shanghai题迨;Pi题迨
The Boxtrolls题迨;757;300;962;1305.0;1576.0;1721.0;Epic题迨;The Book of Life题迨;Delgo题迨;Toy Story题迨;Sausage Party题迨
Practical Magic题迨;758;758;2102;2307.0;2574.0;3960.0;Practical Magic题迨;Darling Lili题迨;The Brothers Bloom题迨;Juwanna Mann题迨;The Ballad of Cable Hogue题迨
The Lego Movie题迨;759;155;472;1127.0;2287.0;3511.0;Rise of the Guardians题迨;Hotel Transylvania 2题迨;Foodfight!题迨;Doogal题迨;Alpha and Omega 4: The Legend of the Saw Toothed Cave题迨
Miss Congeniality 2: Armed and Fabulous题迨;760;1364;1395;3019.0;3387.0;4894.0;Cop Out题迨;Horrible Bosses题迨;Corky Romano题迨;The Singing Detective题迨;
Reign of Fire题迨;761;29;77;277.0;1025.0;1136.0;Jurassic World题迨;G.I. Joe: The Rise of Cobra题迨;The Island题迨;The One题迨;Underworld: Evolution题迨
Gangster Squad题迨;762;634;961;1713.0;2058.0;3718.0;Body of Lies题迨;13 Hours题迨;Wild Card题迨;Harley Davidson and the Marlboro Man题迨;Lone Wolf McQuade题迨
Year One题迨;763;2336;2600;2908.0;3776.0;4048.0;Dwegons and Leprechauns题迨;National Lampoon's Vacation题迨;Harold & Kumar Escape from Guantanamo Bay题迨;Farce of the Penguins题迨;Robot Chicken题迨            
Invictus题迨;764;1858;1880;2161.0;3961.0;4894.0;W.题迨;Tombstone题迨;12 Years a Slave题迨;In Cold Blood题迨;
State of Play题迨;765;756;1205;1937.0;3303.0;3749.0;Shooter题迨;Vantage Point题迨;The Losers题迨;Awake题迨;Zero Effect题迨
Duplicity题迨;766;933;2214;2701.0;2829.0;3019.0;Central Intelligence题迨;Nancy Drew题迨;Kiss Kiss Bang Bang题迨;Baby Geniuses题迨;Corky Romano题迨
My Favorite Martian题迨;767;438;450;1090.0;1620.0;4003.0;Charlotte's Web题迨;Bedtime Stories题迨;Yours, Mine and Ours题迨;Like Mike题迨;A Christmas Story题迨
The Sentinel题迨;768;100;509;1006.0;1262.0;2268.0;The Fast and the Furious题迨;2 Fast 2 Furious题迨;Into the Blue题迨;The Art of War题迨;12 Rounds题迨
Planet 51题迨;769;460;490;674.0;1110.0;1352.0;Space Jam题迨;Looney Tunes: Back in Action题迨;Zathura: A Space Adventure题迨;Aliens in the Attic题迨;City of Ember题迨
Star Trek: Nemesis题迨;770;34;236;770.0;1025.0;4894.0;X-Men: The Last Stand题迨;The Wolverine题迨;Star Trek: Nemesis题迨;The One题迨;
